,0
0,0.6569549431581453
1,0.6584875900244034
2,0.694690792214749
3,0.7104339027438844
4,0.72303731920719
5,0.6742604606868638
6,0.645958573894411
7,0.6946163918814356
8,0.6790220820189274
9,0.667981072555205
